Title,Year,Genre,Country,imdbRating,imdbVotes,imdbID,Year2,imdbRating2
Greatest Heroes of the Bible,1978–,"Drama, Family, History",USA,6.8,110,tt0077018,1978,68
Hedebyborna,1978–1982,Drama,Sweden,8.2,99,tt0077022,1978,82
How the West Was Won,1976–,Western,USA,8.3,"1,433",tt0077027,1976,83
The Incredible Hulk,1978–1982,"Action, Adventure, Drama, Sci-Fi",USA,7,"10,465",tt0077031,1978,70
The Kenny Everett Video Cassette,1978–1981,"Comedy, Music",UK,7.7,129,tt0077036,1978,77
Love for Lydia,1977–,"Drama, Romance",UK,7.5,130,tt0077046,1977,75
Matador,1978–1982,Drama,Denmark,9.2,"3,009",tt0077051,1978,92
Mork & Mindy,1978–1982,"Comedy, Family, Sci-Fi",USA,7.2,"7,765",tt0077053,1978,72
"Oh No, It's Selwyn Froggitt",1974–1977,Comedy,UK,7.5,70,tt0077056,1974,75
Only When I Laugh,1979–1982,Comedy,UK,6.8,589,tt0077057,1979,68
The Paper Chase,1978–1986,Drama,USA,8.1,645,tt0077058,1978,81
Prisoner: Cell Block H,1979–1986,"Crime, Drama",Australia,8.2,"1,505",tt0077064,1979,82
Project U.F.O.,1978–1979,Sci-Fi,USA,7.3,243,tt0077065,1978,73
Quark,1977–1978,"Comedy, Sci-Fi",USA,7.2,455,tt0077066,1977,72
Return of the Saint,1978–1979,"Adventure, Crime",UK,7,272,tt0077069,1978,70
SOKO 5113,1978–,"Crime, Drama",West Germany,5.7,176,tt0077076,1978,57
The Sandbaggers,1978–1980,Thriller,UK,8.9,501,tt0077078,1978,89
The South Bank Show,1978–,Documentary,UK,7.1,97,tt0077082,1978,71
Spadla z oblakov,1978–,"Comedy, Family, Fantasy",Czechoslovakia,7.6,158,tt0077083,1978,76
Taxi,1978–1983,Comedy,USA,7.7,"10,120",tt0077089,1978,77
Vega$,1978–1981,"Crime, Drama, Mystery",USA,6.9,"1,067",tt0077093,1978,69
Verano azul,1981–1982,"Comedy, Drama, Family",Spain,7.8,651,tt0077094,1981,78
WKRP in Cincinnati,1978–1982,Comedy,USA,8,"6,769",tt0077097,1978,80
The White Shadow,1978–1981,"Drama, Sport",USA,8.1,956,tt0077101,1978,81
Keménykalap és krumpliorr,1974–,"Adventure, Comedy, Family",Hungary,8.3,371,tt0077796,1974,83
A Woman Called Moses,1978–,"Biography, Drama",USA,7.4,187,tt0078509,1978,74
240-Robert,1979–1981,Adventure,USA,7.3,125,tt0078558,1979,73
Anne of Green Gables,1979–,"Animation, Drama, Family",Japan,7.9,858,tt0078560,1979,79
Angie,1979–1980,Comedy,USA,6.9,224,tt0078561,1979,69
Archie Bunker's Place,1979–1983,Comedy,USA,6.5,751,tt0078562,1979,65
B.J. and the Bear,1978–1981,"Adventure, Comedy",USA,6.5,878,tt0078564,1978,65
The Bad News Bears,1979–1980,"Comedy, Sport",USA,6.8,196,tt0078566,1979,68
Benson,1979–1986,"Comedy, Family",USA,7.1,"2,433",tt0078569,1979,71
The Rose of Versailles,1979–1980,"Animation, Drama, Romance",Japan,8.4,"1,300",tt0078570,1979,84
Buck Rogers in the 25th Century,1979–1981,"Action, Adventure, Sci-Fi",USA,6.9,"6,429",tt0078579,1979,69
Danger UXB,1979–,"Action, Drama, Thriller",UK,8.7,535,tt0078593,1979,87
Delta House,1979–,Comedy,USA,6,101,tt0078597,1979,60
Dick Turpin,1979–1982,"Adventure, Biography, Drama",UK,7.6,311,tt0078600,1979,76
The Dukes of Hazzard,1979–1985,"Action, Comedy",USA,7.2,"9,072",tt0078607,1979,72
The Facts of Life,1979–1988,"Comedy, Family",USA,6.8,"4,905",tt0078610,1979,68
The Famous Five,1978–1979,"Adventure, Crime, Family",UK,7.5,325,tt0078611,1978,75
Hart to Hart,1979–1984,"Action, Adventure, Crime, Mystery, Romance",USA,6.7,"4,723",tt0078622,1979,67
"Hello, Larry",1979–1980,Comedy,USA,6.2,160,tt0078623,1979,62
Huckleberry Finn and His Friends,1979–1980,"Adventure, Drama","Canada, West Germany",8.2,387,tt0078627,1979,82
Jason of Star Command,1978–1981,"Action, Adventure, Family, Sci-Fi",USA,6.7,294,tt0078631,1978,67
Jul i Skomakergata,1979–,Family,Norway,7.9,549,tt0078633,1979,79
Mrs. Columbo,1979–1980,"Crime, Mystery, Drama",USA,5.6,259,tt0078635,1979,56
Kingswood Country,1980–1984,Comedy,Australia,7.4,140,tt0078637,1980,74
Knots Landing,1979–1993,"Drama, Romance",USA,6.8,"1,915",tt0078638,1979,68
Laugh-In,1977–,Comedy,USA,8.2,204,tt0078641,1977,82
The Littlest Hobo,1979–1985,"Adventure, Drama, Family",Canada,7.8,763,tt0078644,1979,78
Minder,1979–1994,"Adventure, Comedy, Crime, Drama",UK,7.8,"1,535",tt0078657,1979,78
The Misadventures of Sheriff Lobo,1979–,Comedy,USA,6.5,351,tt0078658,1979,65
Monkey,1978–1980,"Action, Family, Adventure",Japan,8.7,"1,033",tt0078659,1978,87
Flash Gordon,1979–1982,"Animation, Action, Adventure",USA,7.2,619,tt0078662,1979,72
The Omega Factor,1979–,"Drama, Mystery, Thriller",UK,7.4,109,tt0078665,1979,74
The Flintstone Comedy Show,1980–,"Animation, Comedy",USA,6.6,118,tt0078669,1980,66
Real People,1979–1983,Family,USA,7,105,tt0078676,1979,70
The Ropers,1979–1980,Comedy,USA,5.9,585,tt0078679,1979,59
Rumpole of the Bailey,1978–1992,"Crime, Drama, Mystery",UK,8.4,923,tt0078680,1978,84
Salvage 1,1979–,"Adventure, Comedy, Sci-Fi",USA,7.6,267,tt0078681,1979,76
Sapphire & Steel,1979–1982,"Mystery, Sci-Fi, Thriller",UK,8.2,966,tt0078682,1979,82
Seeing Things,1981–1987,"Comedy, Mystery",Canada,8.2,183,tt0078685,1981,82
Shelley,1979–1983,Comedy,UK,7.9,159,tt0078688,1979,79
Shoestring,1979–1980,Drama,UK,7.4,226,tt0078690,1979,74
Star Blazers,1979–,"Animation, Action, Adventure, Sci-Fi",Japan,8.4,"1,027",tt0078692,1979,84
Supertrain,1979–,"Comedy, Drama",USA,4.6,119,tt0078697,1979,46
This Old House,1979–,"Documentary, Reality-TV",USA,7.8,569,tt0078701,1979,78
To the Manor Born,1979–2007,"Comedy, Romance",UK,7.5,"1,459",tt0078703,1979,75
"Trapper John, M.D.",1979–1986,Drama,USA,6.7,"1,228",tt0078704,1979,67
Trolltider,1979–,Family,Sweden,7.7,211,tt0078705,1979,77
Message from Space: Galactic Battle,1979–,Sci-Fi,Japan,7.4,94,tt0078709,1979,74
The World's Greatest SuperFriends,1979–,"Adventure, Animation",USA,7.6,500,tt0078712,1979,76
Worzel Gummidge,1979–1981,"Family, Comedy, Drama",UK,7.2,476,tt0078713,1979,72
You Can't Do That on Television,1979–1990,"Family, Comedy",Canada,8.2,"1,629",tt0078714,1979,82
Sherlock Holmes and Doctor Watson: The Acquaintance,1979–,Crime,Soviet Union,8.7,"2,510",tt0079902,1979,87
Archiv des Todes,1980–,"Drama, War, Action",East Germany,8,104,tt0080191,1980,80
Are You Being Served in Australia?,1980–1981,Comedy,Australia,7,69,tt0080192,1980,70
Barbara Mandrell and the Mandrell Sisters,1980–1982,Music,USA,7.4,87,tt0080194,1980,74
Beyond Westworld,1980–,"Action, Crime, Mystery, Sci-Fi",USA,4.8,203,tt0080198,1980,48
Bizarre,1980–1985,Comedy,Canada,8.2,398,tt0080200,1980,82
Bosom Buddies,1980–1982,Comedy,USA,6.8,"2,738",tt0080202,1980,68
Cribb,1980–1981,"Crime, Drama, Mystery",UK,8,96,tt0080208,1980,80
The David Letterman Show,1980,"Comedy, Talk-Show",USA,7.1,716,tt0080209,1980,71
Flo,1980–1981,Comedy,USA,6,194,tt0080216,1980,60
Fridays,1980–1982,"Comedy, Music",USA,7.8,374,tt0080219,1980,78
Galactica 1980,1980,Sci-Fi,USA,5.5,"2,923",tt0080221,1980,55
Hammer House of Horror,1980,Horror,UK,7.8,"1,151",tt0080231,1980,78
It's a Living,1980–1989,Comedy,USA,7.3,449,tt0080233,1980,73
Juliet Bravo,1980–1985,"Crime, Drama, Mystery",UK,6.6,130,tt0080234,1980,66
"Magnum, P.I.",1980–1988,"Action, Adventure, Crime, Drama, Mystery, Thriller",USA,7.5,"19,043",tt0080240,1980,75
Masterpiece Mystery,1980–,Mystery,USA,9,680,tt0080249,1980,90
Not the Nine O'Clock News,1979–1982,Comedy,UK,8,"1,914",tt0080253,1979,80
The Ri¢hie Ri¢h/Scooby-Doo Show,1980–1982,"Animation, Comedy, Mystery",USA,6.8,365,tt0080266,1980,68
Sanford,1980–1981,Comedy,USA,7.2,196,tt0080269,1980,72
Solid Gold,1980–1988,Music,USA,6.5,209,tt0080277,1980,65
Tenspeed and Brown Shoe,1980–,"Crime, Drama",USA,7.7,286,tt0080289,1980,77
That's Incredible!,1980–1984,Family,USA,6.6,204,tt0080291,1980,66
Too Close for Comfort,1980–1987,Comedy,USA,6.6,"1,309",tt0080299,1980,66
Verstehen Sie Spaß?,1980–,"Comedy, Reality-TV",West Germany,5.2,128,tt0080301,1980,52
Yes Minister,1980–1984,Comedy,UK,8.6,"10,394",tt0080306,1980,86
The Dream Merchants,1980,Drama,USA,6.8,119,tt0080659,1980,68
Kariera Nikodema Dyzmy,1980–,Comedy,Poland,8.2,259,tt0080986,1980,82
Bergerac,1981–1991,"Crime, Drama, Mystery","UK, Australia",6.8,"1,069",tt0081831,1981,68
Best of the West,1981–1982,"Comedy, Western",USA,7.8,165,tt0081832,1981,78
The Brady Brides,1981,Comedy,USA,6.2,156,tt0081836,1981,62
Bret Maverick,1981–1982,"Drama, Western",USA,7.6,244,tt0081837,1981,76
Butterflies,1978–1983,"Comedy, Romance",UK,6.9,782,tt0081838,1978,69
Code Red,1981–1982,"Action, Adventure, Drama",USA,7.6,97,tt0081843,1981,76
Cosmos,1980,Documentary,"USA, UK",9.3,"30,177",tt0081846,1980,93
Danger Mouse,1981–1992,"Animation, Comedy, Family, Sci-Fi",UK,7.5,"2,744",tt0081848,1981,75
Darkroom,1981–1982,"Horror, Thriller, Fantasy",USA,7.5,203,tt0081849,1981,75
Dokutaa Suranpu Arale-chan,1981–,"Animation, Comedy, Fantasy",Japan,7.9,308,tt0081852,1981,79
Doctor Snuggles,1979–,"Animation, Family, Fantasy",Netherlands,7.4,812,tt0081854,1979,74
Dynasty,1981–1989,"Drama, Romance",USA,6.3,"5,408",tt0081856,1981,63
Entertainment Tonight,1981–,News,USA,3.7,"1,591",tt0081857,1981,37
Falcon Crest,1981–1990,"Drama, Romance",USA,6.2,"2,810",tt0081858,1981,62
The Fall Guy,1981–1986,"Action, Adventure",USA,7.1,"5,324",tt0081859,1981,71
A Case for Two,1981–,"Crime, Thriller",West Germany,6.5,508,tt0081860,1981,65
Father Murphy,1981–1983,"Drama, Family, Western",USA,6.6,186,tt0081861,1981,66
Flamingo Road,1980–1982,Drama,USA,6.8,236,tt0081863,1980,68
Gimme a Break!,1981–1987,Comedy,USA,6.4,"2,135",tt0081869,1981,64
The Greatest American Hero,1981–1983,"Adventure, Comedy, Sci-Fi",USA,7.4,"3,825",tt0081871,1981,74
Harper Valley P.T.A.,1981–1982,Comedy,USA,7.2,119,tt0081872,1981,72
Hill Street Blues,1981–1987,Drama,USA,8.2,"5,904",tt0081873,1981,82
The Hitchhiker's Guide to the Galaxy,1981,"Adventure, Comedy, Sci-Fi",UK,8,"9,220",tt0081874,1981,80
Into the Labyrinth,1981–1982,"Family, Fantasy",UK,7.8,106,tt0081877,1981,78
It Ain't Half Hot Mum,1974–1981,"Comedy, War",UK,7.1,931,tt0081878,1974,71
The Kenny Everett Television Show,1981–1988,"Comedy, Music",UK,7.3,577,tt0081883,1981,73
"Love, Sidney",1981–1983,Comedy,USA,5.4,176,tt0081896,1981,54
Mr. Merlin,1981–1982,"Comedy, Family, Fantasy",USA,7.2,157,tt0081903,1981,72
Nero Wolfe,1981,"Drama, Mystery",USA,7.5,183,tt0081906,1981,75
Never the Twain,1981–1991,Comedy,UK,6.5,238,tt0081907,1981,65
Only Fools and Horses....,1981–2003,Comedy,UK,8.9,"39,575",tt0081912,1981,89
The People's Court,1981–1993,Reality-TV,USA,6.4,224,tt0081916,1981,64
Private Benjamin,1981–1983,Comedy,USA,6.2,157,tt0081918,1981,62
Private Schulz,1981–,Comedy,"UK, Australia",7.8,317,tt0081919,1981,78
SCTV Network,1981–1983,Comedy,"Canada, USA",8.4,"1,231",tt0081925,1981,84
Simon & Simon,1981–1989,"Action, Drama, Mystery",USA,7.1,"3,750",tt0081930,1981,71
The Smurfs,1981–1990,"Animation, Adventure, Comedy, Family, Fantasy","USA, Belgium",7.2,"13,366",tt0081933,1981,72
Sons and Daughters,1982–1987,"Drama, Romance",Australia,5.9,158,tt0081935,1982,59
Sorry!,1981–1988,Comedy,UK,6.8,292,tt0081937,1981,68
Spider-Man,1981–1987,"Animation, Adventure, Fantasy, Sci-Fi",USA,7.1,830,tt0081938,1981,71
SuperBook,1981–1982,"Animation, Family, History",Japan,7,235,tt0081941,1981,70
Tenko,1981–1984,"Drama, History, War","Australia, UK",8.7,518,tt0081944,1981,87
That's My Boy,1981–1986,Comedy,UK,7.6,75,tt0081945,1981,76
The Legend of Tim Tyler,1979–,"Adventure, Drama, Mystery",West Germany,7.6,209,tt0081947,1979,76
Urusei yatsura,1981–1986,"Animation, Comedy, Romance, Sci-Fi",Japan,7.5,709,tt0081954,1981,75
Velo misto,1980–,,Yugoslavia,8.9,321,tt0081955,1980,89
Walking Tall,1981–,"Crime, Drama, Action",USA,7.5,173,tt0081957,1981,75
"Wetten, dass..?",1981–,"Comedy, Game-Show, Music","Germany, Austria, Switzerland",5.9,912,tt0081961,1981,59
Meister Eder und sein Pumuckl,1982–1989,"Comedy, Family","West Germany, Hungary, Austria",7.7,961,tt0082732,1982,77
Nine to Five,1982–1988,Comedy,USA,6.3,273,tt0083377,1982,63
Albert & Herberts julkalender,1982–,Family,Sweden,7.8,171,tt0083379,1982,78
At the Movies,1982–1986,Talk-Show,USA,8.5,649,tt0083380,1982,85
Bring 'Em Back Alive,1982–1983,Adventure,USA,7.4,299,tt0083391,1982,74
Brookside,1982–2003,Drama,UK,6.6,552,tt0083392,1982,66
Cagney & Lacey,1981–1988,"Crime, Drama, Mystery, Thriller",USA,6.8,"2,767",tt0083395,1981,68
Cheers,1982–1993,"Comedy, Drama",USA,7.9,"41,957",tt0083399,1982,79
The Comic Strip Presents...,1982–,Comedy,UK,8,"1,019",tt0083402,1982,80
The Edison Twins,1982–1986,"Family, Comedy",Canada,7,141,tt0083410,1982,70
Fame,1982–1987,"Drama, Music, Musical",USA,6.9,"2,488",tt0083412,1982,69
Family Ties,1982–1989,"Comedy, Family",USA,7.2,"14,092",tt0083413,1982,72
A Fine Romance,1981–1984,"Comedy, Romance",UK,7.2,495,tt0083416,1981,72
The Flying House,1982–,Animation,Japan,7.9,93,tt0083417,1982,79
The Gentle Touch,1980–1984,"Crime, Drama",UK,7.1,92,tt0083420,1980,71
Gilligan's Planet,1982–1983,"Animation, Family, Comedy, Sci-Fi",USA,7.1,118,tt0083422,1982,71
Gloria,1982–1983,Comedy,USA,5,122,tt0083424,1982,50
"Herbie, the Love Bug",1982–,"Comedy, Family","USA, Canada",6,287,tt0083428,1982,60
Ich heirate eine Familie...,1983–1986,,"West Germany, Austria",7.7,171,tt0083429,1983,77
The Incredible Hulk,1982–1983,"Action, Animation, Adventure, Sci-Fi",USA,7,"1,293",tt0083430,1982,70
Joanie Loves Chachi,1982–1983,"Comedy, Romance, Music",USA,3.9,402,tt0083433,1982,39
The Kids of Degrassi Street,1979–1986,"Family, Drama",Canada,8,220,tt0083435,1979,80
Knight Rider,1982–1986,"Action, Crime, Drama, Sci-Fi",USA,6.9,"26,256",tt0083437,1982,69
Kottan ermittelt,1976–1983,"Comedy, Crime",Austria,8.7,318,tt0083438,1976,87
Late Night with David Letterman,1982–1993,"Comedy, Music, Talk-Show",USA,7.5,"3,441",tt0083441,1982,75
Madame's Place,1982–,"Comedy, Romance",USA,7,129,tt0083444,1982,70
Matt Houston,1982–1985,"Crime, Drama, Mystery",USA,6.7,803,tt0083447,1982,67
The McLaughlin Group,1982–,"News, Talk-Show",USA,7.7,138,tt0083448,1982,77
Mork & Mindy/Laverne & Shirley/Fonz Hour,1982–1983,"Animation, Family, Comedy",USA,6.7,224,tt0083450,1982,67
Nature,1982–,"Documentary, Family",USA,8.8,481,tt0083452,1982,88
Newhart,1982–1990,Comedy,USA,7.8,"4,831",tt0083455,1982,78
Pac-Man,1982–1984,"Animation, Comedy, Family",USA,6.2,347,tt0083461,1982,62
The Phoenix,1981–,Sci-Fi,USA,7.5,191,tt0083464,1981,75
Police Squad!,1982,"Comedy, Crime",USA,8.5,"13,254",tt0083466,1982,85
The Powers of Matthew Star,1982–1983,"Adventure, Sci-Fi",USA,6.7,254,tt0083467,1982,67
Remington Steele,1982–1987,"Action, Adventure, Comedy, Crime, Drama, Mystery, Romance, Thriller",USA,7.3,"6,315",tt0083470,1982,73
Ripley's Believe It or Not!,1982–1986,"Family, Reality-TV",USA,7.8,260,tt0083473,1982,78
The Scooby and Scrappy-Doo Puppy Hour,1982,"Animation, Comedy, Mystery",USA,6.7,"1,198",tt0083474,1982,67
Scooby-Doo and Scrappy-Doo,1979–2010,"Animation, Comedy, Family, Mystery",USA,6.4,"2,855",tt0083475,1979,64
Seven Brides for Seven Brothers,1982–1983,Adventure,USA,7,209,tt0083476,1982,70
Shine on Harvey Moon,1982–1995,"Comedy, Drama",UK,7.3,130,tt0083478,1982,73
Silver Spoons,1982–1987,"Comedy, Family",USA,6.2,"3,128",tt0083479,1982,62
Spider-Man and His Amazing Friends,1981–1986,"Animation, Action, Comedy, Crime, Family, Sci-Fi",USA,7.3,"2,305",tt0083481,1981,73
Square Pegs,1982–1983,Comedy,USA,7.4,760,tt0083482,1982,74
St. Elsewhere,1982–1988,Drama,USA,7.9,"2,995",tt0083483,1982,79
T.J. Hooker,1982–1986,"Action, Crime, Drama",USA,6.1,"3,114",tt0083486,1982,61
Tales of the Gold Monkey,1982–1983,"Adventure, Comedy, Drama",USA,8.2,"1,134",tt0083488,1982,82
Voyagers!,1982–1983,"Adventure, Family, Sci-Fi",USA,8.1,"1,155",tt0083500,1982,81
Whoops Apocalypse,1982–,Comedy,UK,7.5,175,tt0083502,1982,75
Wogan,1982–1993,Talk-Show,UK,7.2,125,tt0083504,1982,72
The Young Ones,1982–1984,Comedy,UK,8.2,"11,914",tt0083505,1982,82
Blood and Honor: Youth Under Hitler,1982–,Drama,"West Germany, USA",7.6,90,tt0083662,1982,76
Dogtanian and the Three Muskehounds,1981–,"Animation, Adventure, Comedy, Family, Romance","Spain, Japan",7.3,"1,867",tt0083780,1981,73
Henry's Cat,1983–,"Family, Animation",UK,7.1,126,tt0084064,1983,71
The A-Team,1983–1987,"Action, Adventure, Crime",USA,7.6,"30,105",tt0084967,1983,76
After MASH,1983–1985,Comedy,USA,5.8,481,tt0084969,1983,58
The New Scooby and Scrappy-Doo Show,1983–1984,"Animation, Comedy, Family, Fantasy, Mystery",USA,6.5,"1,117",tt0084970,1983,65
Alternatywy 4,1983–,Comedy,Poland,8.9,833,tt0084971,1983,89
Alvin & the Chipmunks,1983–1990,"Animation, Adventure, Comedy, Music, Musical",USA,6.8,"2,591",tt0084972,1983,68
Automan,1983–1984,"Adventure, Comedy, Sci-Fi",USA,6.9,"1,249",tt0084978,1983,69
Bananaman,1983–1986,"Animation, Comedy, Family",UK,6.9,"1,086",tt0084980,1983,69
The Bill,1984–2010,"Crime, Drama",UK,6.6,"2,221",tt0084987,1984,66
The Black Adder,1982–1983,Comedy,"UK, Australia",8.1,"31,800",tt0084988,1982,81
Brass,1983–1984,Comedy,UK,8.1,109,tt0084991,1983,81
Buffalo Bill,1983–1984,Comedy,USA,7.3,341,tt0084992,1983,73
Casablanca,1983,Drama,USA,6.2,93,tt0084994,1983,62
The Charlie Brown and Snoopy Show,1983–1985,"Animation, Comedy, Family, Sport",USA,7.5,"1,396",tt0084996,1983,75
Chiefs,1983,"Crime, Drama, Mystery, Thriller",USA,8.2,"1,329",tt0084997,1983,82
Diese Drombuschs,1983–1994,"Comedy, Drama, Romance",West Germany,7.1,115,tt0085005,1983,71
Saturday Supercade,1983–1985,"Animation, Family, Adventure",USA,6.9,109,tt0085008,1983,69
Dungeons & Dragons,1983–1985,"Animation, Adventure, Comedy, Fantasy",USA,8,"3,813",tt0085011,1983,80
Fraggle Rock,1983–1987,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Canada, Norway, Denmark, UK, USA",7.9,"5,700",tt0085017,1983,79
Hardcastle and McCormick,1983–1986,"Action, Crime, Drama",USA,6.6,"1,941",tt0085029,1983,66
Deadly Nightmares,1983–1991,"Drama, Horror, Sci-Fi","France, Canada, USA",6.9,"1,060",tt0085031,1983,69
Hotel,1983–1988,"Drama, Romance",USA,6.6,918,tt0085032,1983,66
Inspector Gadget,1983–1986,"Animation, Action, Adventure, Comedy, Crime, Family, Mystery, Sci-Fi","USA, France, Canada, Japan, Taiwan",6.8,"15,814",tt0085033,1983,68
Jennifer Slept Here,1983–1984,Comedy,USA,7.3,103,tt0085038,1983,73
Just Good Friends,1983–1986,Comedy,UK,7.2,519,tt0085040,1983,72
Kamiondzije 2,1983–,Comedy,Yugoslavia,8.6,557,tt0085043,1983,86
Lottery!,1983–1984,"Comedy, Drama",USA,7.2,129,tt0085048,1983,72
Loving,1983–1995,"Drama, Romance",USA,7.3,263,tt0085049,1983,73
Mama's Family,1983–1990,Comedy,USA,7.4,"3,927",tt0085050,1983,74
Manimal,1983,"Drama, Fantasy, Sci-Fi",USA,6.6,"1,303",tt0085051,1983,66
Masquerade,1983–1984,"Adventure, Thriller",USA,8,92,tt0085055,1983,80
Monaco Franze - Der ewige Stenz,1983–,"Comedy, Crime, Drama",West Germany,8.6,548,tt0085058,1983,86
Mr. Wizard's World,1983–1991,Family,USA,8.3,401,tt0085060,1983,83
Not Necessarily the News,1982–1990,Comedy,USA,7.4,274,tt0085065,1982,74
Reading Rainbow,1983–,Family,USA,8.4,"2,707",tt0085075,1983,84
SCTV Channel,1983–1984,Comedy,Canada,8.3,544,tt0085085,1983,83
Scarecrow and Mrs. King,1983–1987,Adventure,USA,7.1,"2,009",tt0085088,1983,71
Shirt Tales,1982–1984,"Animation, Family, Fantasy",USA,7.1,197,tt0085090,1982,71
Armored Trooper Votoms,1983–,"Animation, Action, Drama",Japan,7.9,122,tt0085092,1983,79
Star Search,1983–2004,"Comedy, Family, Game-Show",USA,5.4,250,tt0085093,1983,54
SuperTed,1983–1986,"Animation, Family, Fantasy",UK,7,975,tt0085096,1983,70
O Tal Canal,1983–,Comedy,Portugal,8.6,132,tt0085098,1983,86
Terrahawks,1983–1986,"Family, Sci-Fi",UK,7.3,506,tt0085099,1983,73
We Got It Made,1983–1988,Comedy,USA,5.9,93,tt0085108,1983,59
Webster,1983–1989,"Comedy, Family",USA,5.7,"2,279",tt0085109,1983,57
Whiz Kids,1983–1984,Adventure,USA,7.1,277,tt0085110,1983,71
Wizards and Warriors,1983,Adventure,USA,7.7,197,tt0085113,1983,77
The Yellow Rose,1983–1984,Drama,USA,7.9,132,tt0085116,1983,79
Pavlova: A Woman for All Time,1983–,"Biography, Drama, Music","Soviet Union, East Germany, Cuba, France, UK",7.1,180,tt0086089,1983,71
Sadat,1983,"Biography, Drama, History",USA,7,189,tt0086229,1983,70
Shang Hai tan,1983–,,Hong Kong,8.3,227,tt0086298,1983,83
The Adventures of Sherlock Holmes and Dr. Watson: The Treasures of Agra,1983–,"Crime, Mystery",Soviet Union,8.5,"2,265",tt0086333,1983,85
'Allo 'Allo,1982–1992,"Comedy, History, War",UK,8.3,"21,788",tt0086659,1982,83
1st & Ten: The Championship,1984–1991,"Comedy, Sport",USA,6.5,313,tt0086660,1984,65
The Adventures of Sherlock Holmes,1984–1985,"Crime, Drama, Mystery",UK,8.7,"17,463",tt0086661,1984,87
Airwolf,1984–1986,"Action, Adventure, Sci-Fi",USA,6.8,"8,480",tt0086662,1984,68
All the Rivers Run,1983–,"Drama, Romance",Australia,7.6,530,tt0086663,1983,76
"Auf Wiedersehen, Pet",1983–2004,"Comedy, Drama",UK,8.5,"2,258",tt0086665,1983,85
Big Deal,1984–1986,"Comedy, Drama",UK,8.3,116,tt0086669,1984,83
Blue Thunder,1984,"Action, Crime, Drama",USA,6.2,"1,113",tt0086671,1984,62
The Box of Delights,1984–,"Family, Fantasy",UK,8.4,527,tt0086675,1984,84
Brothers,1984–1989,Comedy,USA,8,259,tt0086677,1984,80
Call to Glory,1984–1985,Drama,USA,8,189,tt0086678,1984,80
Chance in a Million,1984–1986,Comedy,UK,8,171,tt0086680,1984,80
